"draw","cumulative","peakDebt","breakEven","year10Cost","northGrowth","southGrowth","ukPensionShare","ukDebtShare","reratingScope","interestRate","taxMultiplier","investmentOutputReturn","oneOffTransitionCost"
"1754","351.16","245.81","","11.88","1.8752","2.2755","96.723","96.723","40.9869","4.0389","0.5673","0.0323","7.0261"
"1755","172.7","120.89","","8.66","4.8","3.1411","53.1092","53.1092","30.7864","2","0.3077","0.1207","0"
"1756","18.34","26.99","16","2.67","3.9378","2.2147","100","100","25","3.7678","0.5856","0.0928","3.9039"
"1757","456.36","319.45","","17.26","3.4299","2.4008","43.8109","43.8109","69.2738","3.7687","0.5298","0.0779","6.1636"
"1758","140.46","98.32","","6.43","4.1035","3.0422","84.0945","84.0945","25.4229","2.4034","0.3373","0.0977","1.9109"
"1759","210.75","147.52","","9.17","4.4278","3.3482","66.4102","66.4102","35.6741","2","0.2455","0.1072","1.798"
"1760","582.31","407.61","","22.61","3.8561","2.3094","5.5803","5.5803","86.644","3.7468","0.5572","0.0904","4.8655"
"1761","471.91","330.34","","19.45","4.2639","1.7754","19.7799","19.7799","92.4344","4.8419","0.7174","0.1024","8.0409"
"1762","252.61","176.83","","10.46","3.6997","2.4475","68.6294","68.6294","45.1903","3.48","0.5158","0.0859","4.1888"
"1763","118.36","82.85","","5.94","4.6175","3.3649","80.6616","80.6616","25","2","0.2405","0.1128","0"
"1764","183.27","128.29","","8.63","4.1557","2.2637","73.3748","73.3748","52.6274","3.9909","0.5709","0.0992","6.4604"
"1765","97.1","67.97","","4.64","3.6129","2.4952","100","100","25","3.4433","0.5014","0.0833","4.4434"
"1766","404.02","282.81","","14.55","2.9947","2.5013","71.0505","71.0505","62.4823","3.8752","0.4996","0.0652","8.3172"
"1767","466.87","326.81","","16.11","1.931","2.2859","73.9421","73.9421","52.6779","3.9703","0.5642","0.034","6.5475"
"1768","267.29","187.1","","9.9","2.7863","2.5148","87.7052","87.7052","33.9705","3.3973","0.4956","0.0591","4.2749"
"1769","201.44","141.01","","7.69","2.8374","2.0047","98.3858","98.3858","38.6405","4.3779","0.6486","0.0606","6.7326"
"1770","110.11","77.08","","4.96","4.0191","2.9293","100","100","29.4852","3.1203","0.3712","0.0952","6.8533"
"1771","364.36","255.05","","13.47","3.1997","2.5121","70.6362","70.6362","58.3099","3.7497","0.4964","0.0712","7.3438"
"1772","327.92","229.55","","12.93","4.0433","3.1388","59.6349","59.6349","56.7232","2.6809","0.3084","0.0959","5.5215"
"1773","194.4","136.08","","8.45","3.7022","2.2167","80.371","80.371","45.7618","3.9903","0.585","0.0859","5.8868"
"1774","288.05","201.63","","11.62","3.6849","2.2062","68.3102","68.3102","58.9165","4.1501","0.5881","0.0854","7.1658"
"1775","392.66","274.87","","13.98","2.4395","1.5966","74.6799","74.6799","58.2669","5.069","0.771","0.0489","7.8759"
"1776","107.63","75.34","","4.88","3.6696","2.626","100","100","25","3.4094","0.4622","0.085","5.7276"
"1777","210.17","147.12","","8.35","3.394","2.8005","85.8498","85.8498","29.7095","2.8697","0.4099","0.0769","3.089"
"1778","232.56","162.79","","9.59","3.5053","2.8383","69.9382","69.9382","25.2987","2.4653","0.3985","0.0802","0"
"1779","208.42","145.9","","9.05","4.0068","2.5204","74.8485","74.8485","47.9397","3.5432","0.4939","0.0949","5.6264"
"1780","259.51","181.66","","9.7","2.4988","2.0544","86.4291","86.4291","30.4795","3.9237","0.6337","0.0506","3.336"
"1781","158.74","111.12","","7.64","4.284","2.596","75.8239","75.8239","43.3635","3.3397","0.4712","0.103","4.7503"
"1782","-91.99","20.85","11","0.32","4.6873","1.8166","94.1404","94.1404","35.0267","4.4817","0.705","0.1148","5.369"
"1783","170.59","119.41","","7.11","3.0147","2.1455","89.7534","89.7534","25","3.6923","0.6064","0.0658","2.4023"
"1784","356.06","249.24","","14.07","3.9969","3.0341","51.7003","51.7003","58.6773","2.7531","0.3398","0.0946","4.8889"
"1785","326.03","228.22","","13.44","3.8498","2.8839","43.823","43.823","41.9486","2.4214","0.3848","0.0903","0.1537"
"1786","87.51","61.26","","4.34","4.0824","2.9235","100","100","26.5302","2.8631","0.373","0.0971","4.5195"
"1787","138.51","96.95","","6.06","3.3724","2.2488","95.7494","95.7494","31.755","3.83","0.5753","0.0763","4.8647"
"1788","82.13","57.69","25","4.85","4.0962","2.4488","89.729","89.729","31.4582","3.456","0.5154","0.0975","3.9932"
"1789","239.74","167.81","","10.14","3.8092","2.314","70.362","70.362","50.3205","3.8182","0.5558","0.0891","5.5494"
"1790","133.56","93.49","","6.78","4.3611","2.6306","79.3117","79.3117","41.3049","3.2936","0.4608","0.1053","4.7645"
"1791","149.27","104.49","","7.23","4.5199","2.9177","76.6828","76.6828","40.9896","2.851","0.3747","0.1099","4.3431"
"1792","15.2","26.04","16","2.59","3.9545","2.2167","100","100","25","3.7213","0.585","0.0933","3.5195"
"1793","216.68","151.68","","7.99","2.9031","3.0369","100","100","25","2.5105","0.3389","0.0625","2.789"
"1794","177.11","123.98","","7.51","3.0728","2.2492","85.52","85.52","25","3.1238","0.5752","0.0675","0"
"1795","236.98","165.89","","9.55","3.4281","2.303","79.318","79.318","44.0199","3.812","0.5591","0.0779","5.3626"
"1796","246.37","172.46","","9.21","3.2227","2.9804","90.6817","90.6817","35.4256","2.8387","0.3559","0.0719","4.9936"
"1797","309.38","216.56","","12.96","4.0674","2.2767","53.9361","53.9361","64.6561","3.9779","0.567","0.0966","6.5036"
"1798","257.23","180.06","","10.69","3.5222","2.6424","61.6131","61.6131","30.152","2.7293","0.4573","0.0807","0"
"1799","265.83","186.08","","10.92","3.8167","2.5715","66.7499","66.7499","48.5568","3.3651","0.4786","0.0893","4.6777"
"1800","182.65","127.86","","7.73","2.8905","1.8678","84.061","84.061","25.5384","4.0207","0.6897","0.0621","1.9318"
"1801","553.71","387.59","","20.02","2.6597","2.0877","39.9229","39.9229","69.1684","4.1374","0.6237","0.0554","5.6198"
"1802","262.11","183.48","","10.15","3.0743","2.0312","81.587","81.587","46.3451","4.2785","0.6406","0.0675","6.178"
"1803","214.41","150.09","","8","3.0609","3.0587","97.1127","97.1127","25","2.5513","0.3324","0.0671","3.4113"
"1804","229.02","160.31","","8.71","2.5139","2.2723","90.7672","90.7672","25","3.2847","0.5683","0.0511","0.3505"
"1805","249.03","174.32","","11.1","4.4872","2.5585","58.5224","58.5224","62.0732","3.5956","0.4824","0.109","6.5495"
"1806","649.29","454.5","","23.69","2.8086","2.1005","17.6015","17.6015","79.447","4.037","0.6198","0.0597","4.8919"
"1807","589.78","412.84","","20.02","1.9486","1.9752","60.098","60.098","72.3411","4.6783","0.6574","0.0345","9.0195"
"1808","488.44","341.91","","19.02","3.7847","2.7483","24.1748","24.1748","70.6824","3.0272","0.4255","0.0884","3.844"
"1809","107.37","75.16","","5.3","3.7485","2.1225","100","100","45.7022","4.4356","0.6132","0.0873","8.6659"
"1810","145.95","102.16","","7.11","4.2646","2.6548","78.1209","78.1209","39.2199","3.1902","0.4536","0.1024","4.1463"
"1811","204.61","143.22","","7.62","2.5265","2.3249","100","100","25","3.4394","0.5525","0.0514","2.3484"
"1812","-14.07","24.86","12","2.08","4.3217","2.1982","96.8605","96.8605","29.2887","3.8549","0.5905","0.1041","4.4709"
"1813","7.74","25.81","14","2.38","4.1303","2.3087","100","100","25.319","3.7995","0.5574","0.0985","5.3208"
"1814","365.77","256.04","","12.75","2.2171","2.5607","87.1251","87.1251","42.7153","3.5439","0.4818","0.0424","6.1211"
"1815","236.04","165.23","","8.6","2.6917","3.0687","100","100","25","2.376","0.3294","0.0563","1.9904"
"1816","295.19","206.63","","10.54","2.3053","2.2581","90.5445","90.5445","33.8033","3.7893","0.5726","0.045","4.6183"
"1817","392.13","274.49","","15","3.4494","2.2917","55.0455","55.0455","64.2629","3.9643","0.5625","0.0785","6.5657"
"1818","159.3","111.51","","6.35","2.9148","2.2873","100","100","25","3.5906","0.5638","0.0628","3.2242"
"1819","449.89","314.93","","17.45","3.7445","2.7894","34.9431","34.9431","66.6844","3.0346","0.4132","0.0872","4.4064"
"1820","426.06","298.24","","16.76","3.4894","2.1369","36.7193","36.7193","62.2811","3.8488","0.6089","0.0797","3.6756"
"1821","388.86","272.2","","15.2","3.0187","1.9654","45.5732","45.5732","47.355","3.8461","0.6604","0.0659","1.5775"
"1822","381.7","267.19","","14.02","2.6469","2.7905","67.816","67.816","40.9497","2.8899","0.4128","0.055","3.1469"
"1823","359.61","251.73","","12.58","2.098","2.6164","87.4828","87.4828","37.5405","3.3434","0.4651","0.0389","5.0305"
"1824","321.95","225.37","","12.12","3.4635","3.1164","73.657","73.657","48.2576","2.7134","0.3151","0.0789","5.5368"
"1825","355.46","248.83","","13.47","3.1894","2.849","63.2415","63.2415","45.0732","2.8431","0.3953","0.0709","3.4415"
"1826","274.28","192","","11.44","3.9041","2.3045","64.2","64.2","57.7008","3.922","0.5587","0.0919","6.3479"
"1827","134.01","93.81","","6.62","4.0609","2.5147","81.1713","81.1713","34.8403","3.3197","0.4956","0.0965","3.5913"
"1828","321.98","225.39","","10.98","2.2914","2.432","99.3311","99.3311","45.2353","3.9697","0.5204","0.0445","8.31"
"1829","379.23","265.46","","16","4.1025","2.1905","29.3484","29.3484","65.7487","3.7496","0.5929","0.0977","3.4514"
"1830","271.71","190.2","","11.35","4.3024","3.4118","55.1451","55.1451","38.342","2","0.2265","0.1035","0.8764"
"1831","458.18","320.72","","16.69","3.3978","2.5513","58.4791","58.4791","77.5406","3.9916","0.4846","0.077","9.9466"
"1832","56.58","40.54","23","3.65","3.6603","2.1923","100","100","25","3.8795","0.5923","0.0847","4.6163"
"1833","267.77","187.44","","10.05","3.077","2.387","86.1817","86.1817","44.5045","3.8132","0.5339","0.0676","6.3884"
"1834","305.8","214.06","","12.61","4.2606","3.0079","53.0328","53.0328","54.9245","2.7155","0.3476","0.1023","4.2417"
"1835","453.87","317.71","","17.51","3.7586","2.1218","41.1691","41.1691","80.8513","4.4015","0.6135","0.0876","8.3569"
"1836","159.02","111.31","","6.32","3.4538","3.0197","100","100","25","2.5329","0.3441","0.0786","2.7775"
"1837","151.28","105.89","","7.6","4.1053","2.405","70.5565","70.5565","35.0217","3.3135","0.5285","0.0978","2.2097"
"1838","238.38","166.87","","9.73","3.3748","2.1789","76.3428","76.3428","42.774","3.9063","0.5963","0.0763","4.6901"
"1839","269.96","188.97","","10.14","3.2362","2.71","85.3956","85.3956","43.2485","3.3257","0.437","0.0723","6.0068"
"1840","321.66","225.16","","11.34","2.691","2.5555","91.2645","91.2645","48.0785","3.7481","0.4833","0.0563","7.8553"
"1841","223.13","156.19","","8.83","3.289","2.34","86.0474","86.0474","40.5985","3.7781","0.548","0.0738","5.5111"
"1842","132.73","92.91","","6.37","4.6003","3.0168","87.567","87.567","46.2501","3.0118","0.3449","0.1123","6.9579"
"1843","366.25","256.38","","15.73","4.4958","2.6143","25.4645","25.4645","65.9821","3.1136","0.4657","0.1092","2.9826"
"1844","461.29","322.9","","16.25","2.5855","1.6851","66.5756","66.5756","69.8658","5.1139","0.7445","0.0532","9.3423"
"1845","211.97","148.38","","8.15","3.0292","2.6863","91.4076","91.4076","25.7462","3.0122","0.4441","0.0662","2.9614"
"1846","500.36","350.25","","17.24","1.8592","1.9598","67.159","67.159","55.8013","4.3935","0.6621","0.0319","6.3263"
"1847","450.52","315.36","","16.72","3.1286","1.8533","52.6863","52.6863","71.8011","4.7196","0.694","0.0691","7.9082"
"1848","239.66","167.76","","11.04","3.8743","2.0385","51.3446","51.3446","43.2679","3.7312","0.6384","0.091","1.4512"
"1849","384.96","269.48","","14.41","3.5539","2.974","62.8646","62.8646","62.0109","3.0888","0.3578","0.0816","7.1173"
"1850","217.81","152.47","","8.43","3.3744","2.5848","91.6603","91.6603","41.4532","3.5483","0.4746","0.0763","6.4507"
"1851","183.16","128.21","","8.16","4.06","2.6702","76.6896","76.6896","40.4445","3.1779","0.449","0.0964","4.2241"
"1852","266.01","186.21","","10.39","3.898","3.1372","77.641","77.641","48.7433","2.7577","0.3088","0.0917","6.1772"
"1853","160.39","112.28","","7.89","4.2146","2.7246","64.5606","64.5606","26.8617","2.5789","0.4326","0.101","0"
"1854","501.34","350.94","","17.15","1.5179","2.0348","70.8125","70.8125","49.5617","4.19","0.6396","0.0219","5.4428"
"1855","132.07","92.45","","5.67","3.8266","2.8146","99.7606","99.7606","34.1149","3.172","0.4056","0.0896","5.921"
"1856","133.26","93.28","","5.84","3.6845","2.4315","99.5841","99.5841","40.3538","3.8522","0.5206","0.0854","7.27"
"1857","259.9","181.93","","10.67","3.3372","1.9608","70.2822","70.2822","46.6779","4.2115","0.6617","0.0752","4.7374"
"1858","-40.36","20.56","11","1.1","4.6559","2.4384","100","100","27.9441","3.634","0.5185","0.1139","5.4337"
"1859","111.21","77.85","","5.67","3.8876","2.2888","91.3101","91.3101","38.3976","3.8735","0.5634","0.0914","5.7316"
"1860","137.29","96.1","","5.71","3.1298","2.2026","100","100","25","4.1176","0.5892","0.0691","6.8372"
"1861","62.43","43.71","25","3.71","4.1189","2.7372","100","100","26.4035","3.1128","0.4288","0.0982","4.4633"
"1862","182.42","127.69","","6.98","3.1144","2.5693","100","100","29.7014","3.4977","0.4792","0.0687","5.8185"
"1863","378.65","265.05","","13.53","2.8029","2.3022","77.4705","77.4705","58.2148","4.14","0.5594","0.0596","8.2381"
"1864","253.86","177.7","","10.82","4.2181","2.9023","60.2125","60.2125","46.6296","2.7625","0.3793","0.1011","3.3783"
"1865","123.26","86.28","","6.32","4.1307","2.467","83.1653","83.1653","37.9037","3.4923","0.5099","0.0985","4.5322"
"1866","533.57","373.5","","19.88","3.122","2.3036","32.0048","32.0048","70.9036","3.7634","0.5589","0.0689","4.9412"
"1867","292.92","205.05","","10.93","2.6444","1.9267","81.2461","81.2461","41.5565","4.2972","0.672","0.0549","5.0789"
"1868","30.11","31.11","18","3","4.1905","2.4528","100","100","30.0731","3.5745","0.5142","0.1003","5.0837"
"1869","181.19","126.83","","7.08","3.3443","2.4081","100","100","41.6141","3.9935","0.5276","0.0754","8.231"
"1870","428.5","299.95","","15.61","2.6232","2.3682","60.7587","60.7587","51.4995","3.627","0.5395","0.0543","4.5228"
"1871","70.32","49.38","25","4.18","4.5187","3.0116","94.071","94.071","29.6983","2.7042","0.3465","0.1099","4.1875"
"1872","333.3","233.31","","11.97","3.1601","2.4528","85.9537","85.9537","62.6055","4.1717","0.5142","0.07","10.3401"
"1873","202.83","141.98","","7.76","2.8182","2.5138","95.3181","95.3181","25","3.1465","0.4959","0.06","2.0562"
"1874","242.11","169.48","","9","2.7096","2.733","92.1308","92.1308","25","2.8693","0.4301","0.0568","2.269"
"1875","455.87","319.11","","16.2","2.4056","2.0407","63.8995","63.8995","57.509","4.2754","0.6378","0.0479","6.2655"
"1876","61.91","43.34","","3.63","4.8","3.5","97.738","97.738","25","2","0.2","0.1233","3.051"
"1877","169.62","118.74","","7.72","4.274","2.7338","80.2746","80.2746","46.1624","3.2878","0.4299","0.1027","5.9621"
"1878","184.11","128.87","","7.06","3.1093","2.5516","100","100","31.2835","3.474","0.4845","0.0685","5.3958"
"1879","197.02","137.92","","8.48","4.7779","3.4528","78.3478","78.3478","52.0649","2.4175","0.2142","0.1175","7.0026"
"1880","69.03","48.32","","3.84","4.0754","2.7459","100","100","25","3.2486","0.4262","0.0969","5.7635"
"1881","121.35","84.95","","5.46","3.7815","2.8208","95.3674","95.3674","25","2.8262","0.4038","0.0883","2.9517"
"1882","239.85","167.89","","10.52","4.1204","2.6369","59.2528","59.2528","44.4666","3.0588","0.4589","0.0982","2.7739"
"1883","119.65","83.75","","5.23","3.5078","2.5796","100","100","25","3.3524","0.4761","0.0802","4.6645"
"1884","360.87","252.61","","14.17","3.9271","2.8409","53.5716","53.5716","62.1835","3.1347","0.3977","0.0925","5.9108"
"1885","329.55","230.68","","11.52","1.4222","1.5286","86.8311","86.8311","25","4.497","0.7914","0.02","2.0199"
"1886","105.64","73.95","","5.43","4.2982","2.6565","93.1235","93.1235","42.986","3.5103","0.4531","0.1034","6.9839"
"1887","412.9","289.03","","16.49","4.1207","2.8578","34.4845","34.4845","67.8215","2.9621","0.3927","0.0982","4.5952"
"1888","228.04","159.63","","8.98","3.2101","2.3046","85.4596","85.4596","39.4915","3.7901","0.5586","0.0715","5.1888"
"1889","228.38","159.86","","11.15","4.7238","2.5109","45.1883","45.1883","55.9818","3.306","0.4967","0.1159","3.4238"
"1890","294.34","206.04","","11.44","3.6583","2.6893","73.0265","73.0265","53.6704","3.4264","0.4432","0.0846","6.6432"
"1891","305.11","213.58","","12.51","4.2126","2.6501","59.3376","59.3376","65.2411","3.5613","0.455","0.1009","7.3556"
"1892","226.81","158.77","","10.95","4.6145","2.4595","48.7862","48.7862","55.5794","3.4212","0.5121","0.1127","3.8171"
"1893","302.25","211.58","","13.06","4.6545","3.1896","39.5924","39.5924","53.6151","2.2283","0.2931","0.1139","2.1538"
"1894","452.95","317.07","","16.55","2.6348","2.2523","54.8037","54.8037","54.5219","3.7713","0.5743","0.0546","4.3903"
"1895","391.23","273.86","","14.3","2.748","2.1831","67.2202","67.2202","53.1559","4.0213","0.5951","0.0579","5.7525"
"1896","106.38","74.46","","5.45","3.6764","2.1826","91.543","91.543","32.3","3.8706","0.5952","0.0852","4.4213"
"1897","90.46","63.32","","4.46","3.7287","2.5776","100","100","25","3.3044","0.4767","0.0867","4.218"
"1898","177.79","124.45","","8.13","3.9259","2.3186","77.342","77.342","44.2052","3.7652","0.5544","0.0925","5.1388"
"1899","123.06","86.14","","5.94","4.052","2.5447","91.5262","91.5262","40.3053","3.5727","0.4866","0.0962","6.1802"
"1900","36.01","30.37","19","3.12","4.6254","3.0767","96.1983","96.1983","25","2.1569","0.327","0.113","0.1588"
"1901","367.57","257.3","","13.27","3.1009","2.69","77.5043","77.5043","59.0124","3.6272","0.443","0.0683","8.4181"
"1902","432.31","302.62","","17","3.717","1.858","40.9782","40.9782","78.5575","4.704","0.6926","0.0864","7.8267"
"1903","181.04","126.73","","7.12","2.6165","1.5","100","100","39.4522","5.1982","0.8031","0.0541","7.7202"
"1904","275.32","192.73","","11.17","3.8685","2.5679","68.527","68.527","54.4965","3.5455","0.4796","0.0908","6.2224"
"1905","316.17","221.32","","14.28","4.8","3.0584","18.6928","18.6928","48.8954","2","0.3325","0.1206","0"
"1906","541.5","379.05","","19.16","2.7387","2.3473","52.6601","52.6601","75.6031","4.1351","0.5458","0.0577","8.7411"
"1907","112.93","80.85","23","7.01","4.5206","2.4331","61.0209","61.0209","31.1736","3.0336","0.5201","0.1099","0.0862"
"1908","70.83","49.58","","4.08","3.2948","1.8966","100","100","25.2582","4.225","0.681","0.074","4.0788"
"1909","242.56","169.79","","9.19","3.0589","2.548","88.6291","88.6291","35.9381","3.4149","0.4856","0.0671","4.8315"
"1910","493.65","345.56","","18.26","2.9019","3.271","45.8474","45.8474","58.5627","2.3354","0.2687","0.0625","4.0799"
"1911","351.87","246.31","","14.01","3.3325","2.6406","47.1613","47.1613","39.0026","2.7331","0.4578","0.0751","0"
"1912","34.92","33.46","18","3.12","4.6524","2.8605","100","100","35.5191","3.1643","0.3918","0.1138","6.4081"
"1913","242.66","169.86","","10.59","4.5184","3.0454","59.0859","59.0859","50","2.6329","0.3364","0.1099","3.9689"
"1914","276.04","193.23","","10.49","3.1119","2.6038","80.1586","80.1586","38.4794","3.2728","0.4689","0.0686","4.2563"
